flag	content
$LINE_3_3_OUTRO_90_CHAR	$HEA
$LINE_3_3_OUTRO_90_TEXT	J'ai simplement utilisé une mèche pour déclencher l'explosion.
$LINE_3_3_OUTRO_100_CHAR	$BER
$LINE_3_3_OUTRO_100_TEXT	Hein ? Quoi ? Ah ben, laissez tomber alors.
$SCENE_3_4_INTRO_TITLE	Écrit sur les murs
$LINE_3_4_INTRO_00_CHAR	$HEA
$LINE_3_4_INTRO_00_TEXT	Il y a bien des années, Zelemir et moi avons traversé ces mêmes couloirs, encore couverts du sang de la bataille.
$LINE_3_4_INTRO_10_CHAR	$MCG
$LINE_3_4_INTRO_10_TEXT	Est-ce ici que Zelemir a découvert la source de son pouvoir ?
$LINE_3_4_INTRO_20_CHAR	$HEA
$LINE_3_4_INTRO_20_TEXT	Non. Nous avons découvert une histoire cryptique, rédigée dans une forme de quaidien si ancienne que même un puits d'érudition tel que Zelemir était à peine en mesure de la déchiffrer.
$LINE_3_4_INTRO_30_CHAR	$MCG
$LINE_3_4_INTRO_30_TEXT	Mais alors, si cet ancien pouvoir est ailleurs, que faisons-nous ici ?
$LINE_3_4_INTRO_40_CHAR	$HEA
$LINE_3_4_INTRO_40_TEXT	Zelemir a peur de vous, probablement à cause de quelque chose qu'il a lu dans ce texte... Quelque chose dont il ne m'a pas fait part à l'époque...
$LINE_3_4_INTRO_50_CHAR	$HEA
$LINE_3_4_INTRO_50_TEXT	Tout comme bien des aspects de son plan...
$LINE_3_4_INTRO_60_CHAR	$MCG
$LINE_3_4_INTRO_60_TEXT	Vous ne pouviez pas savoir.
$LINE_3_4_INTRO_70_CHAR	$HEA
$LINE_3_4_INTRO_70_TEXT	J'aurais dû m'en douter.
$LINE_3_4_INTRO_80_CHAR	$HEA
$LINE_3_4_INTRO_80_TEXT	Mais les regrets ne servent à rien. Je dois désormais corriger le monstre que j'ai contribué à créer.
$LINE_3_4_INTRO_90_CHAR	$HEA
$LINE_3_4_INTRO_90_TEXT	Je dois trouver ces archives secrètes et découvrir ce que Zelemir craint à un tel point.
$LINE_3_4_INTRO_100_CHAR	$MCG
$LINE_3_4_INTRO_100_TEXT	Vous pensez arriver à lire le texte, cette fois-ci ?
$LINE_3_4_INTRO_110_CHAR	$HEA
$LINE_3_4_INTRO_110_TEXT	J'ai eu des années pour étudier... Et puis cette fois, nous avons une princesse de Quaid avec nous.
$LINE_3_4_INTRO_120_CHAR	$MCG
$LINE_3_4_INTRO_120_TEXT	Et elle nous aidera ? Au vu de l'histoire passée...
$LINE_3_4_INTRO_130_CHAR	$HEA
$LINE_3_4_INTRO_130_TEXT	*$MCG ! Quelque chose bouge !
$LINE_3_4_INTRO_140_CHAR	$MCG
$LINE_3_4_INTRO_140_TEXT	Mais je croyais que vous aviez scellé l'entrée !
$LINE_3_4_INTRO_150_CHAR	$HEA
$LINE_3_4_INTRO_150_TEXT	Je l'ai fait ! Ça doit être autre chose !
$LINE_3_4_INTRO_160_CHAR	$MCG
$LINE_3_4_INTRO_160_TEXT	Tout le monde autour de moi !
$SCENE_3_4_OUTRO_TITLE	Le carburant de la machine<N><T><T><T>  de guerre
$LINE_3_4_OUTRO_00_CHAR	$MCG
$LINE_3_4_OUTRO_00_TEXT	Qu'est-ce que c'était que ce cristal ?
$LINE_3_4_OUTRO_10_CHAR	$HEA
$LINE_3_4_OUTRO_10_TEXT	Il s'agissait autrefois de l'élément clé des engins de siège de Quaid.
$LINE_3_4_OUTRO_20_CHAR	$HEA
$LINE_3_4_OUTRO_20_TEXT	Les mines sous la cité en regorgent.
$LINE_3_4_OUTRO_30_CHAR	$MCG
$LINE_3_4_OUTRO_30_TEXT	Pensez-vous que c'est de là que venaient ces Revenants ?
$LINE_3_4_OUTRO_40_CHAR	$HEA
$LINE_3_4_OUTRO_40_TEXT	Non, ils portaient des uniformes d'Ash... Ou du moins, ce qu'il en restait.
$LINE_3_4_OUTRO_50_CHAR	$HEA
$LINE_3_4_OUTRO_50_TEXT	Ces hommes étaient des chevaliers du Royaume d'Ash.
$LINE_3_4_OUTRO_60_CHAR	$MCG
$LINE_3_4_OUTRO_60_TEXT	Nous avons scellé l'entrée derrière nous ! Comment ont-ils pu arriver ici ?
$LINE_3_4_OUTRO_70_CHAR	$HEA
$LINE_3_4_OUTRO_70_TEXT	Je n'en sais rien...
$LINE_3_4_OUTRO_80_CHAR	$HEA
$LINE_3_4_OUTRO_80_TEXT	Mais nous ne pouvons plus faire demi-tour, à présent.
$LINE_3_4_OUTRO_90_CHAR	$HEA
$LINE_3_4_OUTRO_90_TEXT	Notre objectif se trouve dans la Salle des Archives Royales.
$LINE_3_4_OUTRO_100_CHAR	$MCG
$LINE_3_4_OUTRO_100_TEXT	Attendez... ce cristal...
$LINE_3_4_OUTRO_110_CHAR	$MCG
$LINE_3_4_OUTRO_110_TEXT	La nature physique est animée par l'esprit.
$LINE_3_4_OUTRO_120_CHAR	$MCG
$LINE_3_4_OUTRO_120_TEXT	Et l'esprit... peut être vu avec les yeux adéquats... appelé...
$LINE_3_4_OUTRO_130_CHAR	$MCG
$LINE_3_4_OUTRO_130_TEXT	Je pense avoir compris.
$SCENE_3_5_INTRO_TITLE	L'arrivée du chevalier
$LINE_3_5_INTRO_00_CHAR	$RAN
$LINE_3_5_INTRO_00_TEXT	...Je disais juste que si j'étais chargée de bâtir une cité, j'aurais probablement choisi un autre endroit.
$LINE_3_5_INTRO_10_CHAR	$RAN
$LINE_3_5_INTRO_10_TEXT	Du genre, ailleurs que pile poil sur des millions de tonnes d'explosifs souterrains...
$LINE_3_5_INTRO_20_CHAR	CHEVALIER SOLITAIRE
$LINE_3_5_INTRO_20_TEXT	Attention ! Ils reviennent !
$LINE_3_5_INTRO_30_CHAR	$RAN
$LINE_3_5_INTRO_30_TEXT	Mais qui êtes-vous donc ?
$SCENE_3_5_OUTRO_TITLE	Une dette royale
$LINE_3_5_OUTRO_00_CHAR	$KNI
$LINE_3_5_OUTRO_00_TEXT	Vous êtes vraiment arrivés juste à temps.
$LINE_3_5_OUTRO_10_CHAR	$KNI
$LINE_3_5_OUTRO_10_TEXT	J'ai une dette envers vous, milady.
$LINE_3_5_OUTRO_20_CHAR	$KNI
$LINE_3_5_OUTRO_20_TEXT	Cela ne représente pas grand-chose en ces temps de chaos, mais je m'efforce de suivre les traditions de ma famille.
$LINE_3_5_OUTRO_30_CHAR	$KNI
$LINE_3_5_OUTRO_30_TEXT	Une vie pour une vie. Considérez-moi à votre service jusqu'à ce que cette dette ait été remboursée.
$LINE_3_5_OUTRO_40_CHAR	$KNI
$LINE_3_5_OUTRO_40_TEXT	La Maison Royale d'Ash n'en exige pas moins.
$LINE_3_5_OUTRO_50_CHAR	$MCG
$LINE_3_5_OUTRO_50_TEXT	La Maison Royale ? Vous êtes un...
$LINE_3_5_OUTRO_60_CHAR	$KNI
$LINE_3_5_OUTRO_60_TEXT	Une lignée royale mineure, il est vrai, mais le sang qui coule dans mes veines exige tout de même que je perpétue l'honneur de ma famille.
$LINE_3_5_OUTRO_70_CHAR	$MCG
$LINE_3_5_OUTRO_70_TEXT	C'est nous qui en sommes honorés, Prince.
$LINE_3_5_OUTRO_80_CHAR	$KNI
$LINE_3_5_OUTRO_80_TEXT	Ne vous agenouillez point devant moi, milady ! C'est à moi de vous servir.
$LINE_3_5_OUTRO_90_CHAR	$KNI
$LINE_3_5_OUTRO_90_TEXT	Ma lame attend vos ordres, quel que soit votre dessein.
$LINE_3_5_OUTRO_100_CHAR	$KNI
$LINE_3_5_OUTRO_100_TEXT	Enfin, tant qu'il reste raisonnable...
$LINE_3_5_OUTRO_110_CHAR	$KNI
$LINE_3_5_OUTRO_110_TEXT	J'aimerais autant éviter les <LQ>tenez-vous à cloche-pied et chantez-moi Cadet Rousselle à l'envers ! Avec une voix de fausset !<RQ>
$LINE_3_5_OUTRO_120_CHAR	$KNI
$LINE_3_5_OUTRO_120_TEXT	Vous n'imaginez pas les idées de dingue que peuvent parfois avoir les gens quand on leur fait ce genre de promesse...
$LINE_3_5_OUTRO_130_CHAR	$MCG
$LINE_3_5_OUTRO_130_TEXT	<LQ>Cadet Rousselle<RQ> ?
$LINE_3_5_OUTRO_140_CHAR	$KNI
$LINE_3_5_OUTRO_140_TEXT	N'essayez même pas.
$SCENE_GUARD_TOWN_INTRO_TITLE	La cachette du garde
$LINE_GUARD_TOWN_INTRO_00_CHAR	$HEA
$LINE_GUARD_TOWN_INTRO_00_TEXT	Je ne m'attendais pas à trouver quelqu'un encore en vie dans la Citadelle.
$LINE_GUARD_TOWN_INTRO_10_CHAR	$KNI
$LINE_GUARD_TOWN_INTRO_10_TEXT	Les habitants de la Fosse n'éprouvent guère de sympathie envers un garde qui se retrouve infecté.
$LINE_GUARD_TOWN_INTRO_20_CHAR	$KNI
$LINE_GUARD_TOWN_INTRO_20_TEXT	D'un autre côté, les lynchages par une foule en furie ne sont vraiment plus ce qu'ils étaient...
$LINE_GUARD_TOWN_INTRO_30_CHAR	$KNI
$LINE_GUARD_TOWN_INTRO_30_TEXT	Enfin bref, quelques-uns des plus anciens vétérans se souvenaient de l'emplacement de l'entrée secrète de la Citadelle... Un endroit qui nous permettrait d'être à l'abri des représailles.
$LINE_GUARD_TOWN_INTRO_40_CHAR	$KNI
$LINE_GUARD_TOWN_INTRO_40_TEXT	Mais même ici, nous ne sommes pas à l'abri de la peste.
$LINE_GUARD_TOWN_INTRO_50_CHAR	$HEA
$LINE_GUARD_TOWN_INTRO_50_TEXT	Les Revenants en armure...
$LINE_GUARD_TOWN_INTRO_60_CHAR	$KNI
$LINE_GUARD_TOWN_INTRO_60_TEXT	Ils ont autrefois été membres de ce campement. À chaque fois que l'un d'entre-nous meurt de cette peste infernale, il vient gonfler leurs rangs...
$LINE_GUARD_TOWN_INTRO_70_CHAR	$HEA
$LINE_GUARD_TOWN_INTRO_70_TEXT	Alors ce n'est pas une bonne idée pour nous de rester ici trop longtemps.
$SCENE_GUARD_TOWN_OUTRO_TITLE	Un avertissement
$LINE_GUARD_TOWN_OUTRO_00_CHAR	$KNI
$LINE_GUARD_TOWN_OUTRO_00_TEXT	Vous avez l'intention de vous enfoncer plus profondément au cœur de la cité ?
$LINE_GUARD_TOWN_OUTRO_10_CHAR	$HEA
$LINE_GUARD_TOWN_OUTRO_10_TEXT	Nous devons impérativement atteindre la Salle des Archives Royales.
$LINE_GUARD_TOWN_OUTRO_20_CHAR	$HEA
$LINE_GUARD_TOWN_OUTRO_20_TEXT	Les informations qui s'y trouvent sont susceptibles d'inverser le cours de ce désastre.
$LINE_GUARD_TOWN_OUTRO_30_CHAR	$KNI
$LINE_GUARD_TOWN_OUTRO_30_TEXT	Je dois vous avertir, les Revenants ne sont pas les seuls dangers de cette cité.
$LINE_GUARD_TOWN_OUTRO_40_CHAR	$KNI
$LINE_GUARD_TOWN_OUTRO_40_TEXT	Des créatures du feu dorment ici, dans les ténèbres les plus profondes sous la terre.
$LINE_GUARD_TOWN_OUTRO_50_CHAR	$HEA
$LINE_GUARD_TOWN_OUTRO_50_TEXT	Nous affronterons tous les dangers qui se présenteront.
$LINE_GUARD_TOWN_OUTRO_60_CHAR	$KNI
$LINE_GUARD_TOWN_OUTRO_60_TEXT	Je tiens tout de même à vous avertir...
$LINE_GUARD_TOWN_OUTRO_70_CHAR	$KNI
$LINE_GUARD_TOWN_OUTRO_70_TEXT	Ici sont les dragons !
$LINE_GUARD_TOWN_OUTRO_80_CHAR	$KNI
$LINE_GUARD_TOWN_OUTRO_80_TEXT	J'ai toujours rêvé d'avoir une occasion de dire ça !
$LINE_GUARD_TOWN_OUTRO_90_CHAR	$KNI
$LINE_GUARD_TOWN_OUTRO_90_TEXT	Non mais, sérieusement hein... Des dragons...
$SCENE_SIDEQUEST_5_GET_TITLE	Une ombre a bougé
$LINE_SIDEQUEST_5_GET_00_CHAR	$BER
$LINE_SIDEQUEST_5_GET_00_TEXT	Hé les méchants ! Vous êtes dans le coin ?
$LINE_SIDEQUEST_5_GET_10_CHAR	$BER
$LINE_SIDEQUEST_5_GET_10_TEXT	...
$LINE_SIDEQUEST_5_GET_20_CHAR	$BER
$LINE_SIDEQUEST_5_GET_20_TEXT	Non ? Bien ! OK, c'est bon, on peut aller bouffer !
$LINE_SIDEQUEST_5_GET_30_CHAR	$KNI
$LINE_SIDEQUEST_5_GET_30_TEXT	Hum, ce n'est pas vraiment ainsi que l'on est censé monter la garde...
$LINE_SIDEQUEST_5_GET_40_CHAR	$BER
$LINE_SIDEQUEST_5_GET_40_TEXT	Ah, ouais... J'ai oublié l'étape la plus importante...
$LINE_SIDEQUEST_5_GET_50_CHAR	$BER
$LINE_SIDEQUEST_5_GET_50_TEXT	Trop me la péter !
$LINE_SIDEQUEST_5_GET_60_CHAR	$KNI
$LINE_SIDEQUEST_5_GET_60_TEXT	...
$LINE_SIDEQUEST_5_GET_70_CHAR	$KNI
$LINE_SIDEQUEST_5_GET_70_TEXT	En quoi cela nous sera-t-il d'une quelconque assistance ?
$LINE_SIDEQUEST_5_GET_80_CHAR	$BER
$LINE_SIDEQUEST_5_GET_80_TEXT	Nous devons nous assurer de présenter une allure intimidante. Parce que c'est clair qu'avec une petite saucisse comme toi plantée là, ce serait plutôt une incitation à ce qu'on vienne nous attaquer !
$LINE_SIDEQUEST_5_GET_90_CHAR	$KNI
$LINE_SIDEQUEST_5_GET_90_TEXT	...
$LINE_SIDEQUEST_5_GET_100_CHAR	$KNI
$LINE_SIDEQUEST_5_GET_100_TEXT	Qu'est-ce que c'était ?
$LINE_SIDEQUEST_5_GET_110_CHAR	$BER
$LINE_SIDEQUEST_5_GET_110_TEXT	*Il s'agit d'un tout nouveau groupe de muscles dont je viens de faire la découverte. Je l'ai appelé les $BERtoïdes !
$LINE_SIDEQUEST_5_GET_120_CHAR	$KNI
$LINE_SIDEQUEST_5_GET_120_TEXT	Non, pauvre idiot ! Ça, là-bas ! Quelqu'un nous suit.
$LINE_SIDEQUEST_5_GET_130_CHAR	$BER
$LINE_SIDEQUEST_5_GET_130_TEXT	Il est clair qu'il est difficile de résister à l'attraction viscérale qu'exerce ma virilité primordiale !
$LINE_SIDEQUEST_5_GET_140_CHAR	$KNI
$LINE_SIDEQUEST_5_GET_140_TEXT	À moins qu'il ne s'agisse d'un espion de l'ennemi. Restez là, je vais aller voir...
$LINE_SIDEQUEST_5_GET_150_CHAR	$BER
$LINE_SIDEQUEST_5_GET_150_TEXT	Quoi ? Hors de question que tu ailles buter des trucs sans moi ! Attends-moi !
$SCENE_SIDEQUEST_5_INTRO_TITLE	Disparue dans les ténèbres
$LINE_SIDEQUEST_5_INTRO_00_CHAR	$KNI
$LINE_SIDEQUEST_5_INTRO_00_TEXT	Qui va là ?! Identifiez-vous !
$LINE_SIDEQUEST_5_INTRO_10_CHAR	FEMME MYSTÉRIEUSE
$LINE_SIDEQUEST_5_INTRO_10_TEXT	Disparition !
$LINE_SIDEQUEST_5_INTRO_20_CHAR	$KNI
$LINE_SIDEQUEST_5_INTRO_20_TEXT	Mais qu...
$LINE_SIDEQUEST_5_INTRO_30_CHAR	FEMME MYSTÉRIEUSE
$LINE_SIDEQUEST_5_INTRO_30_TEXT	Qu'est-ce que vous faites là ?
$LINE_SIDEQUEST_5_INTRO_40_CHAR	$KNI
$LINE_SIDEQUEST_5_INTRO_40_TEXT	Mais que diable êtes-vous donc ?
$LINE_SIDEQUEST_5_INTRO_50_CHAR	FEMME MYSTÉRIEUSE
$LINE_SIDEQUEST_5_INTRO_50_TEXT	...J'ai dû accidentellement vous emporter avec moi. Ce qui voudrait dire...
$LINE_SIDEQUEST_5_INTRO_60_CHAR	$BER
$LINE_SIDEQUEST_5_INTRO_60_TEXT	Yo.
$LINE_SIDEQUEST_5_INTRO_70_CHAR	$KNI
$LINE_SIDEQUEST_5_INTRO_70_TEXT	Merveilleux ! Vous avez encore beaucoup d'autres abrutis à amener, pendant que vous y êtes ?
$LINE_SIDEQUEST_5_INTRO_80_CHAR	$BER
$LINE_SIDEQUEST_5_INTRO_80_TEXT	Que diriez-vous des milliards de Revenants qui sont en train de rôder juste dehors ?
$LINE_SIDEQUEST_5_INTRO_90_CHAR	FEMME MYSTÉRIEUSE
$LINE_SIDEQUEST_5_INTRO_90_TEXT	Quoi ?
$LINE_SIDEQUEST_5_INTRO_100_CHAR	FEMME MYSTÉRIEUSE
$LINE_SIDEQUEST_5_INTRO_100_TEXT	Comment me suis-je retrouvée ici ? Non, non, non ! C'est encore trop tôt !
$LINE_SIDEQUEST_5_INTRO_110_CHAR	FEMME MYSTÉRIEUSE
$LINE_SIDEQUEST_5_INTRO_110_TEXT	Nous devons nous enfuir !
$LINE_SIDEQUEST_5_INTRO_120_CHAR	$KNI
$LINE_SIDEQUEST_5_INTRO_120_TEXT	Ah bon ?
$LINE_SIDEQUEST_5_INTRO_130_CHAR	FEMME MYSTÉRIEUSE
$LINE_SIDEQUEST_5_INTRO_130_TEXT	Nous allons devoir phaser à nouveau.
$LINE_SIDEQUEST_5_INTRO_140_CHAR	FEMME MYSTÉRIEUSE
$LINE_SIDEQUEST_5_INTRO_140_TEXT	Empêchez-les de m'approcher !
$SCENE_SIDEQUEST_5_OUTRO_TITLE	Le mystère s'épaissit
$LINE_SIDEQUEST_5_OUTRO_00_CHAR	$KNI
$LINE_SIDEQUEST_5_OUTRO_00_TEXT	OK, c'était le dernier. Bon, je crois que nous avons bien mérité quelques réponses !
$LINE_SIDEQUEST_5_OUTRO_10_CHAR	FEMME MYSTÉRIEUSE
$LINE_SIDEQUEST_5_OUTRO_10_TEXT	Si fait...
$LINE_SIDEQUEST_5_OUTRO_20_CHAR	$KNI
$LINE_SIDEQUEST_5_OUTRO_20_TEXT	Qui êtes-vous, et qu'essayez-vous de faire ? Comment faites-vous pour voyager vers...
$LINE_SIDEQUEST_5_OUTRO_30_CHAR	FEMME MYSTÉRIEUSE
$LINE_SIDEQUEST_5_OUTRO_30_TEXT	Disparition !
$LINE_SIDEQUEST_5_OUTRO_40_CHAR	$MCG
$LINE_SIDEQUEST_5_OUTRO_40_TEXT	*OK, je m'attendais à ce genre de crétinerie de la part de $BER, mais vous, $KNI ? Vraiment ?
$LINE_SIDEQUEST_5_OUTRO_50_CHAR	$RAN
$LINE_SIDEQUEST_5_OUTRO_50_TEXT	Au moins maintenant, il y a quelque chose ici qui n'est pas cramé.
$LINE_SIDEQUEST_5_OUTRO_60_CHAR	$MCG
$LINE_SIDEQUEST_5_OUTRO_60_TEXT	Hé ! Ce n'est pas parce que je n'aime pas ingurgiter des trucs crus que...
$LINE_SIDEQUEST_5_OUTRO_70_CHAR	$RAN
$LINE_SIDEQUEST_5_OUTRO_70_TEXT	*$MCG, vous êtes douée pour un tas de choses, mais vous devez reconnaître que je suis systématiquement meilleure à chaque fois.
$LINE_SIDEQUEST_5_OUTRO_80_CHAR	$MCG
$LINE_SIDEQUEST_5_OUTRO_80_TEXT	Meilleure pour vous prendre un coup de louche en pleine poire !
$LINE_SIDEQUEST_5_OUTRO_90_CHAR	$KNI
$LINE_SIDEQUEST_5_OUTRO_90_TEXT	ÇA NE DÉRANGE PERSONNE QUE JE SOIS PLANTÉ AU MILIEU D'UNE MARMITE ?!!
$LINE_SIDEQUEST_5_OUTRO_100_CHAR	$RAN
$LINE_SIDEQUEST_5_OUTRO_100_TEXT	Hum... C'est sûr que vu comme ça...
$LINE_SIDEQUEST_5_OUTRO_110_CHAR	$MCG
$LINE_SIDEQUEST_5_OUTRO_110_TEXT	Oui, que faites-vous là ?
$LINE_SIDEQUEST_5_OUTRO_120_CHAR	$RAN
$LINE_SIDEQUEST_5_OUTRO_120_TEXT	En dehors de potentiellement améliorer le goût de la soupe...
$LINE_SIDEQUEST_5_OUTRO_130_CHAR	$MCG
$LINE_SIDEQUEST_5_OUTRO_130_TEXT	Tenez-vous vraiment à ce que je vous fasse une démonstration de la solidité de ma louche ?
$LINE_SIDEQUEST_5_OUTRO_140_CHAR	$BER
$LINE_SIDEQUEST_5_OUTRO_140_TEXT	Combat de meufs ! Combat de meufs !
$LINE_SIDEQUEST_5_OUTRO_150_CHAR	$MCG
$LINE_SIDEQUEST_5_OUTRO_150_TEXT	Et puis d'abord, où vous étiez, vous ?!
$LINE_SIDEQUEST_5_OUTRO_160_CHAR	$BER
$LINE_SIDEQUEST_5_OUTRO_160_TEXT	*Oh, $KNI et moi avons été kidnappés par une sorcière qui nous suivait, probablement avec de sinistres projets, mais avant que nous puissions l'interroger, elle s'est enfuie...
$LINE_SIDEQUEST_5_OUTRO_170_CHAR	$MCG
$LINE_SIDEQUEST_5_OUTRO_170_TEXT	Quoi ? Mais pourquoi ne pas l'avoir dit avant ?!
$LINE_SIDEQUEST_5_OUTRO_180_CHAR	$BER
$LINE_SIDEQUEST_5_OUTRO_180_TEXT	*Apparemment, $KNI était bien trop occupé à tremper dans la soupe pour se soucier du problème le plus important du moment.
$LINE_SIDEQUEST_5_OUTRO_190_CHAR	$KNI
$LINE_SIDEQUEST_5_OUTRO_190_TEXT	...
$LINE_SIDEQUEST_5_OUTRO_200_CHAR	$KNI
$LINE_SIDEQUEST_5_OUTRO_200_TEXT	Pourrais-je vous emprunter cette louche un instant ?
$LINE_SIDEQUEST_5_OUTRO_210_CHAR	$MCG
$LINE_SIDEQUEST_5_OUTRO_210_TEXT	Donc elle vous a emporté dans le Monde à Mi-Chemin, tout comme je le fais ?
$LINE_SIDEQUEST_5_OUTRO_220_CHAR	$KNI
$LINE_SIDEQUEST_5_OUTRO_220_TEXT	Ça allait encore plus loin... Elle était capable de disparaître et de réapparaître dans un autre endroit.
$LINE_SIDEQUEST_5_OUTRO_230_CHAR	$MCG
$LINE_SIDEQUEST_5_OUTRO_230_TEXT	Si j'étais capable de faire ça, c'est clair que je ne m'amuserais pas à traîner dans la Fosse !
$LINE_SIDEQUEST_5_OUTRO_240_CHAR	$KNI
$LINE_SIDEQUEST_5_OUTRO_240_TEXT	Je crois qu'elle cherche quelque chose. Lorsque nous nous sommes retrouvés dans ces étranges ruines, elle a dit quelque chose comme <LQ>c'est encore trop tôt<RQ>.
$LINE_SIDEQUEST_5_OUTRO_250_CHAR	$KNI
$LINE_SIDEQUEST_5_OUTRO_250_TEXT	Et puis, elle transportait quelque chose.
$LINE_SIDEQUEST_5_OUTRO_260_CHAR	$KNI
$LINE_SIDEQUEST_5_OUTRO_260_TEXT	Et elle essayait de graver une sorte de symbole dans la paume de sa main.
$LINE_SIDEQUEST_5_OUTRO_270_CHAR	$KNI
$LINE_SIDEQUEST_5_OUTRO_270_TEXT	Je ne sais pas du tout pourquoi, mais je n'avais pas vraiment envie d'attendre pour le savoir.
$LINE_SIDEQUEST_5_OUTRO_280_CHAR	$MCG
$LINE_SIDEQUEST_5_OUTRO_280_TEXT	Qu'est-ce que c'était ?
$LINE_SIDEQUEST_5_OUTRO_290_CHAR	$KNI
$LINE_SIDEQUEST_5_OUTRO_290_TEXT	Ça ressemblait à des armes de nomades que j'ai déjà pu voir, mais la confection m'a paru bien meilleure que tout ce que peuvent produire les tribus de nos jours.
$LINE_SIDEQUEST_5_OUTRO_300_CHAR	$MCG
$LINE_SIDEQUEST_5_OUTRO_300_TEXT	J'ai vu des diagrammes représentant ce genre de choses dans la bibliothèque... C'est ancien...
$LINE_SIDEQUEST_5_OUTRO_310_CHAR	$MCG
$LINE_SIDEQUEST_5_OUTRO_310_TEXT	Qui qu'elle soit, elle détient des connaissances potentiellement effrayantes...
$LINE_SIDEQUEST_5_OUTRO_320_CHAR	$KNI
$LINE_SIDEQUEST_5_OUTRO_320_TEXT	Nous devrions nous tenir sur nos gardes à partir de maintenant.
$LINE_SIDEQUEST_5_OUTRO_330_CHAR	$MCG
$LINE_SIDEQUEST_5_OUTRO_330_TEXT	Vous m'en direz tant !
$SCENE_3_6_INTRO_TITLE	Le superbe combattant au corps à corps
$LINE_3_6_INTRO_00_CHAR	$BER
$LINE_3_6_INTRO_00_TEXT	Hé, le nouveau ! Je vais t'expliquer un peu les règles en vigueur ici...
$LINE_3_6_INTRO_10_CHAR	$BER
$LINE_3_6_INTRO_10_TEXT	Le poste de superbe et farouche combattant au corps à corps est déjà pris.
$LINE_3_6_INTRO_20_CHAR	$BER
$LINE_3_6_INTRO_20_TEXT	Alors je te suggère d'essayer de te trouver quelques projectiles de mauviette à balancer, OK bleusaille ?
$LINE_3_6_INTRO_30_CHAR	$BER
$LINE_3_6_INTRO_30_TEXT	Nous ne voudrions tout de même pas que tu ailles te prendre un bobo en première ligne. Tu risquerais de te casser un ongle, tu sais...
$LINE_3_6_INTRO_40_CHAR	$KNI
$LINE_3_6_INTRO_40_TEXT	*Je me nomme $KNI, et je n'apprécie guère votre ton.
$LINE_3_6_INTRO_50_CHAR	$BER
$LINE_3_6_INTRO_50_TEXT	Oh, on joue les durs ? Les durs qui se planquent bien à l'abri dans une armure ?
$LINE_3_6_INTRO_60_CHAR	$KNI
$LINE_3_6_INTRO_60_TEXT	Il s'agit de l'armement standard des...
$LINE_3_6_INTRO_70_CHAR	$BER
$LINE_3_6_INTRO_70_TEXT	...des fillettes qui ont peur de se prendre un coup !
$LINE_3_6_INTRO_80_CHAR	$KNI
$LINE_3_6_INTRO_80_TEXT	Vous racontez n'importe quoi. Qui donc s'élance au combat en espérant prendre des coups ?
$LINE_3_6_INTRO_90_CHAR	$KNI
$LINE_3_6_INTRO_90_TEXT	Même vous, vous portez un pantalon au combat...
$LINE_3_6_INTRO_100_CHAR	$BER
$LINE_3_6_INTRO_100_TEXT	Plus maintenant !
$LINE_3_6_INTRO_110_CHAR	$KNI
$LINE_3_6_INTRO_110_TEXT	Mais que...?
$LINE_3_6_INTRO_120_CHAR	$MCG
$LINE_3_6_INTRO_120_TEXT	D'autres Revenants !
$SCENE_3_6_OUTRO_TITLE	Pas tous seuls
$LINE_3_6_OUTRO_00_CHAR	$KNI
$LINE_3_6_OUTRO_00_TEXT	Il ne s'agissait pas de mes hommes.
$LINE_3_6_OUTRO_10_CHAR	$KNI
$LINE_3_6_OUTRO_10_TEXT	Ils ont dû pénétrer dans la cité par un autre chemin.
$LINE_3_6_OUTRO_20_CHAR	$HEA
$LINE_3_6_OUTRO_20_TEXT	Alors l'entrée secrète a été découverte.
$LINE_3_6_OUTRO_30_CHAR	$HEA
$LINE_3_6_OUTRO_30_TEXT	Nous devons partir.
$LINE_3_6_OUTRO_40_CHAR	$HEA
$LINE_3_6_OUTRO_40_TEXT	Zelemir est à nos trousses.
$SCENE_3_7_INTRO_TITLE	Des invités indésirables
$LINE_3_7_INTRO_00_CHAR	$MCG
$LINE_3_7_INTRO_00_TEXT	*$KNI est stupéfait de voir les Revenants périr.
$LINE_3_7_INTRO_10_CHAR	$HEA
$LINE_3_7_INTRO_10_TEXT	Comme nous l'avons tous été lorsque vous en avez tué pour la première fois.
$LINE_3_7_INTRO_20_CHAR	$MCG
$LINE_3_7_INTRO_20_TEXT	Comment puis-je tuer ces choses alors que personne n'en est capable ?
$LINE_3_7_INTRO_30_CHAR	$HEA
$LINE_3_7_INTRO_30_TEXT	Les Revenants, comme nous les appelons, ne sont en fait que des réceptacles accueillant la volonté de Zelemir.
$LINE_3_7_INTRO_40_CHAR	$HEA
$LINE_3_7_INTRO_40_TEXT	En usant de pouvoirs des arcanes que je ne suis toujours pas en mesure de comprendre, son esprit anime leur chair morte.
$LINE_3_7_INTRO_50_CHAR	$HEA
$LINE_3_7_INTRO_50_TEXT	Tout comme je ne peux pas trancher votre volonté à l'aide d'une épée, il est impossible de détruire le contrôle que Zelemir exerce sur eux.
$LINE_3_7_INTRO_60_CHAR	$MCG
$LINE_3_7_INTRO_60_TEXT	Sauf pour moi !
$LINE_3_7_INTRO_70_CHAR	$HEA
