flag	content
$LINE_SIDEQUEST_5_OUTRO_330_CHAR	$MCG
$LINE_SIDEQUEST_5_OUTRO_330_TEXT	Questo è sicuro.
$SCENE_3_6_INTRO_TITLE	Il bel guerriero
$LINE_3_6_INTRO_00_CHAR	$BER
$LINE_3_6_INTRO_00_TEXT	Ehi, pivello!  Lascia che ti spieghi come vanno le cose, qui.
$LINE_3_6_INTRO_10_CHAR	$BER
$LINE_3_6_INTRO_10_TEXT	Il ruolo del guerriero forte e affascinante è già occupato.
$LINE_3_6_INTRO_20_CHAR	$BER
$LINE_3_6_INTRO_20_TEXT	Quindi perchè non vai a trovarti qualche sasso da tirare come una femminuccia, eh pivello?
$LINE_3_6_INTRO_30_CHAR	$BER
$LINE_3_6_INTRO_30_TEXT	Non vogliamo certo che ti faccia male restando nelle prime file.  Potresti spezzarti un'unghia o qualcosa del genere.
$LINE_3_6_INTRO_40_CHAR	$KNI
$LINE_3_6_INTRO_40_TEXT	*Il mio nome è $KNI, e non apprezzo il vostro tono.
$LINE_3_6_INTRO_50_CHAR	$BER
$LINE_3_6_INTRO_50_TEXT	Oh, fai il duro?  Il duro che si nasconde dietro la sua virile armatura?
$LINE_3_6_INTRO_60_CHAR	$KNI
$LINE_3_6_INTRO_60_TEXT	Questo è l'armamento di un -
$LINE_3_6_INTRO_70_CHAR	$BER
$LINE_3_6_INTRO_70_TEXT	...di una ragazzina che ha paura di farsi colpire!
$LINE_3_6_INTRO_80_CHAR	$KNI
$LINE_3_6_INTRO_80_TEXT	Questo non ha senso.  Chi va in battaglia con l'intenzione di farsi colpire?
$LINE_3_6_INTRO_90_CHAR	$KNI
$LINE_3_6_INTRO_90_TEXT	Perfino tu porti i pantaloni in battaglia.
$LINE_3_6_INTRO_100_CHAR	$BER
$LINE_3_6_INTRO_100_TEXT	Non più!
$LINE_3_6_INTRO_110_CHAR	$KNI
$LINE_3_6_INTRO_110_TEXT	Cosa stai - ?
$LINE_3_6_INTRO_120_CHAR	$MCG
$LINE_3_6_INTRO_120_TEXT	Altri revenant!
$SCENE_3_6_OUTRO_TITLE	Non da soli
$LINE_3_6_OUTRO_00_CHAR	$KNI
$LINE_3_6_OUTRO_00_TEXT	Quelli non erano i miei uomini.
$LINE_3_6_OUTRO_10_CHAR	$KNI
$LINE_3_6_OUTRO_10_TEXT	Devono essere arrivati nella città da qualche altro luogo.
$LINE_3_6_OUTRO_20_CHAR	$HEA
$LINE_3_6_OUTRO_20_TEXT	Allora l'entrata segreta è stata scoperta.
$LINE_3_6_OUTRO_30_CHAR	$HEA
$LINE_3_6_OUTRO_30_TEXT	Dobbiamo muoverci.
$LINE_3_6_OUTRO_40_CHAR	$HEA
$LINE_3_6_OUTRO_40_TEXT	Zelemir ci insegue.
$SCENE_3_7_INTRO_TITLE	Ospiti indesiderati
$LINE_3_7_INTRO_00_CHAR	$MCG
$LINE_3_7_INTRO_00_TEXT	*$KNI è stupito di veder cadere i revenant.
$LINE_3_7_INTRO_10_CHAR	$HEA
$LINE_3_7_INTRO_10_TEXT	Come tutti noi quando ti vedemmo distruggerli per la prima volta.
$LINE_3_7_INTRO_20_CHAR	$MCG
$LINE_3_7_INTRO_20_TEXT	Come posso uccidere quelle cose se nessun altro c'è mai riuscito prima?
$LINE_3_7_INTRO_30_CHAR	$HEA
$LINE_3_7_INTRO_30_TEXT	I revenant, come noi li chiamiamo, in realtà non sono altro che dei recipienti vuoti per la volontà di Zelemir.
$LINE_3_7_INTRO_40_CHAR	$HEA
$LINE_3_7_INTRO_40_TEXT	Attraverso gli arcani poteri che ancora non riesco a comprendere, il suo spirito ne comanda le carni senza vita.
$LINE_3_7_INTRO_50_CHAR	$HEA
$LINE_3_7_INTRO_50_TEXT	Proprio come io non posso tagliare la tua forza di volontà con una spada, è impossibile recidere il controllo di Zelemir su di essi.
$LINE_3_7_INTRO_60_CHAR	$MCG
$LINE_3_7_INTRO_60_TEXT	Ma io posso!
$LINE_3_7_INTRO_70_CHAR	$HEA
$LINE_3_7_INTRO_70_TEXT	Si, ma non sei in questo mondo quando lo fai.  Sei tra la vita e la morte, per metà nel mondo degli spiriti.
$LINE_3_7_INTRO_80_CHAR	$HEA
$LINE_3_7_INTRO_80_TEXT	Laggiù, la tua volontà può annullare quella di Zelemir.
$LINE_3_7_INTRO_90_CHAR	$HEA
$LINE_3_7_INTRO_90_TEXT	E allora, ciò che una volta era morto torna ad esserlo di nuovo...
$LINE_3_7_INTRO_100_CHAR	$MCG
$LINE_3_7_INTRO_100_TEXT	Capisco, quindi-
$LINE_3_7_INTRO_110_CHAR	DRAGO FEROCE
$LINE_3_7_INTRO_110_TEXT	Quali esseri mortali osano presentarsi al cospetto di una dea?
$LINE_3_7_INTRO_120_CHAR	$HEA
$LINE_3_7_INTRO_120_TEXT	State tutti indietro!
$LINE_3_7_INTRO_130_CHAR	DRAGO FEROCE
$LINE_3_7_INTRO_130_TEXT	Parla, o perirai tra le fiamme!
$LINE_3_7_INTRO_140_CHAR	$HEA
$LINE_3_7_INTRO_140_TEXT	Questo non è il momento!  I revenant si avvicinano!
$LINE_3_7_INTRO_150_CHAR	DRAGO FEROCE
$LINE_3_7_INTRO_150_TEXT	Ancora quelle pesti? Affronteranno la mia furia divina!
$SCENE_3_7_OUTRO_TITLE	La parola di un drago
$LINE_3_7_OUTRO_00_CHAR	$DRA
$LINE_3_7_OUTRO_00_TEXT	Combattete bene, per dei mortali.
$LINE_3_7_OUTRO_10_CHAR	$DRA
$LINE_3_7_OUTRO_10_TEXT	Ma ancora non siete stati assolti dalla vostra impudenza nel venire qui.
$LINE_3_7_OUTRO_20_CHAR	$DRA
$LINE_3_7_OUTRO_20_TEXT	...
$LINE_3_7_OUTRO_30_CHAR	$DRA
$LINE_3_7_OUTRO_30_TEXT	Tuttavia, potrei essere spinta a perdonare questo affronto, se sbrigaste un certo compito per me.
$LINE_3_7_OUTRO_40_CHAR	$MCG
$LINE_3_7_OUTRO_40_TEXT	E in cambio?
$LINE_3_7_OUTRO_50_CHAR	$DRA
$LINE_3_7_OUTRO_50_TEXT	Mi asterrò dall'arrostirvi vivi.
$LINE_3_7_OUTRO_60_CHAR	$RAN
$LINE_3_7_OUTRO_60_TEXT	A me sembra veramente un ottimo affare.
$LINE_3_7_OUTRO_70_CHAR	$MCG
$LINE_3_7_OUTRO_70_TEXT	Avremo bisogno di qualcosa di più.
$LINE_3_7_OUTRO_80_CHAR	$DRA
$LINE_3_7_OUTRO_80_TEXT	Osi trattare con me?
$LINE_3_7_OUTRO_90_CHAR	$MCG
$LINE_3_7_OUTRO_90_TEXT	Guidaci alla sala dei Registri Reali, e ti aiuteremo in qualunque cosa tu voglia.
$LINE_3_7_OUTRO_100_CHAR	$DRA
$LINE_3_7_OUTRO_100_TEXT	...Sono davvero tempi bui, quelli in cui i mortali cercano di mercanteggiare con gli dei.
$LINE_3_7_OUTRO_110_CHAR	$DRA
$LINE_3_7_OUTRO_110_TEXT	Ma siete fortunati - sono di buon umore.  Accetterò questo accordo.  Vi do la mia parola.
$LINE_3_7_OUTRO_120_CHAR	$DRA
$LINE_3_7_OUTRO_120_TEXT	Ora seguitemi. Avete del lavoro da sbrigare.
$LINE_3_7_OUTRO_130_CHAR	$RAN
$LINE_3_7_OUTRO_130_TEXT	Dannazione, la prossima volta che ti viene voglia di far arrabbiare un enorme mostro sputafuoco, dammi prima il tempo di levarmi di torno.
$LINE_3_7_OUTRO_140_CHAR	$MCG
$LINE_3_7_OUTRO_140_TEXT	Se avesse voluto ucciderci, saremmo già morti.  Ha bisogno di noi per qualcosa.
$LINE_3_7_OUTRO_150_CHAR	$MCG
$LINE_3_7_OUTRO_150_TEXT	...E se riusciamo ad usare questo a nostro vantaggio, tanto di guadagnato.
$LINE_3_7_OUTRO_160_CHAR	$RAN
$LINE_3_7_OUTRO_160_TEXT	Va bene, ma uh...
$LINE_3_7_OUTRO_170_CHAR	$RAN
$LINE_3_7_OUTRO_170_TEXT	Mi terrò comunque alla larga da te finchè lei è nei paraggi.
$LINE_3_7_OUTRO_180_CHAR	$MAG
$LINE_3_7_OUTRO_180_TEXT	Tu tratti con i draghi?
$LINE_3_7_OUTRO_190_CHAR	$MCG
$LINE_3_7_OUTRO_190_TEXT	Pensavo ne saresti stata entusiasta...visto come sono um...focosi e tutto quanto.
$LINE_3_7_OUTRO_200_CHAR	$MCG
$LINE_3_7_OUTRO_200_TEXT	Non siete spiriti affini?
$LINE_3_7_OUTRO_210_CHAR	$MAG
$LINE_3_7_OUTRO_210_TEXT	Non hai sentito come si definisce una "dea"?
$LINE_3_7_OUTRO_220_CHAR	$MAG
$LINE_3_7_OUTRO_220_TEXT	Quella non è una servitrice della Fiamma.
$LINE_3_7_OUTRO_230_CHAR	$MAG
$LINE_3_7_OUTRO_230_TEXT	Temo che abbiamo a che fare con uno degli esemplari più sinistri... quelli che usano il segreto del fuoco per la propria vanagloria.
$LINE_3_7_OUTRO_240_CHAR	$MCG
$LINE_3_7_OUTRO_240_TEXT	A volte, anche i peccatori possono servire una giusta causa.
$LINE_3_7_OUTRO_250_CHAR	$MAG
$LINE_3_7_OUTRO_250_TEXT	*Ben detto, $MCG, ma è comunque un grande pericolo.  Molti credono di essere abbastanza furbi da ingannare le forze del male.
$LINE_3_7_OUTRO_260_CHAR	$MAG
$LINE_3_7_OUTRO_260_TEXT	Non lasciarti accecare dall'arroganza.
$LINE_3_7_OUTRO_270_CHAR	$MCG
$LINE_3_7_OUTRO_270_TEXT	*Naturalmente, $MAG. Sono ben consapevole del fatto che stiamo...
$LINE_3_7_OUTRO_280_CHAR	$MCG
$LINE_3_7_OUTRO_280_TEXT	...giocando col fuoco.
$LINE_3_7_OUTRO_290_CHAR	$MAG
$LINE_3_7_OUTRO_290_TEXT	Questo non è... nemmeno... ugh.
$LINE_3_7_OUTRO_300_CHAR	$MCG
$LINE_3_7_OUTRO_300_TEXT	Andiamo, era carina.
$LINE_3_7_OUTRO_310_CHAR	$MAG
$LINE_3_7_OUTRO_310_TEXT	...mi hai fatto venire mal di testa.
$SCENE_3_8_INTRO_TITLE	Proteggendo il nido
$LINE_3_8_INTRO_00_CHAR	$MCG
$LINE_3_8_INTRO_00_TEXT	Quindi alcuni draghi sono degni di fiducia?
$LINE_3_8_INTRO_10_CHAR	$MAG
$LINE_3_8_INTRO_10_TEXT	In principio, tutti i draghi servivano la Fiamma...
$LINE_3_8_INTRO_20_CHAR	$MAG
$LINE_3_8_INTRO_20_TEXT	...e la Fiamma li inviò nel mondo, perché potessero servire da fulgido esempio per l'umanità.
$LINE_3_8_INTRO_30_CHAR	$MAG
$LINE_3_8_INTRO_30_TEXT	Ma alcuni di essi, quando videro le opere dell'uomo, il luccichio dell'oro e la brillantezza dei gioielli, ne furono stregati.
$LINE_3_8_INTRO_40_CHAR	$MAG
$LINE_3_8_INTRO_40_TEXT	Non pensarono più a servire il Fuoco Cosmico, abusando invece dei loro poteri per accrescere la propria grandezza.
$LINE_3_8_INTRO_50_CHAR	$MAG
$LINE_3_8_INTRO_50_TEXT	Saccheggiando e accumulando, divennero creature patetiche e decadenti, una caricatura di ciò che erano destinati ad essere.
$LINE_3_8_INTRO_60_CHAR	$MAG
$LINE_3_8_INTRO_60_TEXT	Altri, invece, passarono così tanto tempo nel mondo, che alla fine dimenticarono da chi vi furono mandati e perchè.
$LINE_3_8_INTRO_70_CHAR	$MAG
$LINE_3_8_INTRO_70_TEXT	Vagarono per la terra, con solo un vago ricordo della loro vera missione.
$LINE_3_8_INTRO_80_CHAR	$MAG
$LINE_3_8_INTRO_80_TEXT	E infine alcuni, i più saggi tra loro, rimasero fedeli al Grande Fuoco.
$LINE_3_8_INTRO_90_CHAR	$MAG
$LINE_3_8_INTRO_90_TEXT	Questi sono gli unici che si potrebbe mai voler incontrare.
$LINE_3_8_INTRO_100_CHAR	$MAG
$LINE_3_8_INTRO_100_TEXT	Quelli che hanno dimenticato sono pericolosi e imprevedibili, ma occasionalmente dispensano benedizioni e ricchezze.
$LINE_3_8_INTRO_110_CHAR	$MAG
$LINE_3_8_INTRO_110_TEXT	I caduti portano solo distruzione.
$LINE_3_8_INTRO_120_CHAR	$MCG
$LINE_3_8_INTRO_120_TEXT	E la nostra compagna... cosa pensi che sia?
$LINE_3_8_INTRO_130_CHAR	$MAG
$LINE_3_8_INTRO_130_TEXT	O ha dimenticato, o è una dei caduti.  Per il nostro bene, spero che - 
$LINE_3_8_INTRO_140_CHAR	$DRA
$LINE_3_8_INTRO_140_TEXT	Siamo arrivati, mortali!
$LINE_3_8_INTRO_150_CHAR	$DRA
$LINE_3_8_INTRO_150_TEXT	Ora eseguirete il vostro compito.
$LINE_3_8_INTRO_160_CHAR	$MCG
$LINE_3_8_INTRO_160_TEXT	Questo è un... nido?
$LINE_3_8_INTRO_170_CHAR	$DRA
$LINE_3_8_INTRO_170_TEXT	Ogni notte, i nemici attaccano.
$LINE_3_8_INTRO_180_CHAR	$DRA
$LINE_3_8_INTRO_180_TEXT	Ne respingo a centinaia, ma continuano ad arrivare.
$LINE_3_8_INTRO_190_CHAR	$DRA
$LINE_3_8_INTRO_190_TEXT	E ogni mattina scopro che qualcun altro dei miei piccoli è svanito.
$LINE_3_8_INTRO_200_CHAR	$MCG
$LINE_3_8_INTRO_200_TEXT	Perchè mai i revenant dovrebbero volere dei draghi?
$LINE_3_8_INTRO_210_CHAR	$DRA
$LINE_3_8_INTRO_210_TEXT	Non è questo il momento per le domande, mortale.
$LINE_3_8_INTRO_220_CHAR	$MCG
$LINE_3_8_INTRO_220_TEXT	Il nemico è qui!
$LINE_3_8_INTRO_230_CHAR	$DRA
$LINE_3_8_INTRO_230_TEXT	Questo è il momento per il FUOCO.
$SCENE_3_8_OUTRO_TITLE	Un'ultima cosa
$NARR_3_8_OUTRO_00_TEXT	ATTO V
$NARR_3_8_OUTRO_00_SUB_TEXT	*Danza per noi, sangue dei caduti!$NCanta della gloria del padrone!$NScorri, zampilla, lava questo mondo fino al suo ritorno!
$NARR_3_8_OUTRO_00_SUB_SUB_TEXT	*$N$N$N$N$N-Canzone dei Sanguinari, riferita dai sopravvissuti della Tribù Geka
$LINE_3_8_OUTRO_00_CHAR	$MCG
$LINE_3_8_OUTRO_00_TEXT	La tua prole è salva, o potente.
$LINE_3_8_OUTRO_10_CHAR	$DRA
$LINE_3_8_OUTRO_10_TEXT	Mi avete servito bene, mortali.
$LINE_3_8_OUTRO_20_CHAR	$MCG
$LINE_3_8_OUTRO_20_TEXT	Abbiamo soddisfatto la nostra parte dell'accordo.
$LINE_3_8_OUTRO_30_CHAR	$DRA
$LINE_3_8_OUTRO_30_TEXT	Sì, sì... certo...
$LINE_3_8_OUTRO_40_CHAR	$DRA
$LINE_3_8_OUTRO_40_TEXT	Ma i miei piccoli sono troppo provati dalla fame per arrivare fino alla stanza che cercate.
$LINE_3_8_OUTRO_50_CHAR	$DRA
$LINE_3_8_OUTRO_50_TEXT	Sono passati molti mesi dall'ultima volta in cui abbiamo potuto nutrirci...
$LINE_3_8_OUTRO_60_CHAR	$MCG
$LINE_3_8_OUTRO_60_TEXT	Possiamo essere d'aiuto in qualche modo?
$LINE_3_8_OUTRO_70_CHAR	$DRA
$LINE_3_8_OUTRO_70_TEXT	Hai del fegato, mortale.
$LINE_3_8_OUTRO_80_CHAR	$DRA
$LINE_3_8_OUTRO_80_TEXT	E... sì, è possibile.
$LINE_3_8_OUTRO_90_CHAR	$DRA
$LINE_3_8_OUTRO_90_TEXT	Forse potresti fare a meno di un paio dei tuoi compagni?
$LINE_3_8_OUTRO_100_CHAR	$DRA
$LINE_3_8_OUTRO_100_TEXT	Quell'allocco dagli strani occhi, ad esempio.
$LINE_3_8_OUTRO_110_CHAR	$DRA
$LINE_3_8_OUTRO_110_TEXT	O quella ragazza arrabbiata che non parla mai e continua a lanciarmi occhiate sospettose.
$LINE_3_8_OUTRO_120_CHAR	$MCG
$LINE_3_8_OUTRO_120_TEXT	Non preferiresti qualcos'altro?
$LINE_3_8_OUTRO_130_CHAR	$MCG
$LINE_3_8_OUTRO_130_TEXT	Come, um... pecore ad esempio??
$LINE_3_8_OUTRO_140_CHAR	$MCG
$LINE_3_8_OUTRO_140_TEXT	Tenere, deliziose, succulenti pecorelle?
$LINE_3_8_OUTRO_150_CHAR	$DRA
$LINE_3_8_OUTRO_150_TEXT	Hmmm...
$LINE_3_8_OUTRO_160_CHAR	$DRA
$LINE_3_8_OUTRO_160_TEXT	Suppongo che potremmo accontentarci.
$LINE_3_8_OUTRO_170_CHAR	$DRA
$LINE_3_8_OUTRO_170_TEXT	Ma fai in fretta! La mia pazienza si sta esaurendo.
$SCENE_3_9_INTRO_TITLE	Montone
$LINE_3_9_INTRO_00_CHAR	$RAN
$LINE_3_9_INTRO_00_TEXT	Sul serio? Pecore?  Era il meglio che ti potevi inventare?
$LINE_3_9_INTRO_10_CHAR	$MCG
$LINE_3_9_INTRO_10_TEXT	Senti, sto solo cercando di evitare che qualcuno venga mangiato vivo, va bene?
$LINE_3_9_INTRO_20_CHAR	$RAN
$LINE_3_9_INTRO_20_TEXT	E cosa credi che succederà se non riusciremo a trovare quelle fantomatiche pecore che le hai promesso?
$LINE_3_9_INTRO_30_CHAR	$MCG
$LINE_3_9_INTRO_30_TEXT	Ho solo detto la prima cosa che mi è venuta in mente.
$LINE_3_9_INTRO_40_CHAR	$RAN
$LINE_3_9_INTRO_40_TEXT	E la prima cosa è stata "pecora?"  Hai visto dei pascoli, qui intorno?
$LINE_3_9_INTRO_50_CHAR	$MCG
$LINE_3_9_INTRO_50_TEXT	No, in realtà la prima cosa è stata "Si, mangiati pure quella ragazza pelle e ossa con la chioma nera che non sta mai zitta."
$LINE_3_9_INTRO_60_CHAR	$RAN
$LINE_3_9_INTRO_60_TEXT	Chi è che non sta mai zitta, io o la mia chioma?
$LINE_3_9_INTRO_70_CHAR	$MCG
$LINE_3_9_INTRO_70_TEXT	Tutte e due!
$LINE_3_9_INTRO_80_CHAR	$RAN
$LINE_3_9_INTRO_80_TEXT	Guarda, non ho neanche bisogno di risponderti, perchè quello che hai detto è così profondamente stup-
$LINE_3_9_INTRO_90_CHAR	PECORA
$LINE_3_9_INTRO_90_TEXT	Beeeeeh.
$LINE_3_9_INTRO_100_CHAR	$RAN
$LINE_3_9_INTRO_100_TEXT	...
$LINE_3_9_INTRO_110_CHAR	$RAN
$LINE_3_9_INTRO_110_TEXT	Oh, questa poi...
$LINE_3_9_INTRO_120_CHAR	$MAG
$LINE_3_9_INTRO_120_TEXT	*Sono sorpresa, $MCG.
$LINE_3_9_INTRO_130_CHAR	$MAG
$LINE_3_9_INTRO_130_TEXT	Non sono in molti a conoscere il segreto delle scorte di pecore sotto agli insediamenti quaidiani.
$LINE_3_9_INTRO_140_CHAR	$MAG
$LINE_3_9_INTRO_140_TEXT	Di solito le conserviamo per gli assedi, ma in questo caso credo che potremmo fare un'eccezione.
$LINE_3_9_INTRO_150_CHAR	$MAG
$LINE_3_9_INTRO_150_TEXT	Spero solo che non siano diventate... aggressive.
$LINE_3_9_INTRO_160_CHAR	$MCG
$LINE_3_9_INTRO_160_TEXT	Aggressive?
$LINE_3_9_INTRO_170_CHAR	$MAG
$LINE_3_9_INTRO_170_TEXT	Con la città abbandonata da così tanto tempo, non avranno avuto molto da mangiare, a parte i funghi della caverna e... se stesse.
$LINE_3_9_INTRO_180_CHAR	$MAG
$LINE_3_9_INTRO_180_TEXT	Possono diventare... cattivelle.
$LINE_3_9_INTRO_190_CHAR	$MCG
$LINE_3_9_INTRO_190_TEXT	Un giorno mi piacerebbe tanto incontrare un'orda di qualcosa che NON tentasse di uccidermi.
$LINE_3_9_INTRO_200_CHAR	$MAG
$LINE_3_9_INTRO_200_TEXT	A quanto pare, quel giorno non è oggi.
$SCENE_3_9_OUTRO_TITLE	Ben nutriti
$LINE_3_9_OUTRO_00_CHAR	$DRA
$LINE_3_9_OUTRO_00_TEXT	I miei piccoli sono sazi e si sentono tornare in forze.
$LINE_3_9_OUTRO_10_CHAR	$MCG
$LINE_3_9_OUTRO_10_TEXT	*Abbiamo rispettato la nostra parte dell'accordo, $DRA.
$LINE_3_9_OUTRO_20_CHAR	$DRA
$LINE_3_9_OUTRO_20_TEXT	Molto bene, vi porterò alla Sala dei Registri Reali, ma ho un'ultima condizione.
$LINE_3_9_OUTRO_30_CHAR	$DRA
$LINE_3_9_OUTRO_30_TEXT	Quando avrete finito, ci porterete con voi fuori da questa valle.
$LINE_3_9_OUTRO_40_CHAR	$MCG
$LINE_3_9_OUTRO_40_TEXT	Ma voi avete le ali, non potete semplicemente volare via?
$LINE_3_9_OUTRO_50_CHAR	$DRA
$LINE_3_9_OUTRO_50_TEXT	Tu fai troppe domande, mortale.
$LINE_3_9_OUTRO_60_CHAR	$DRA
$LINE_3_9_OUTRO_60_TEXT	Anche qualcuno utile come te potrebbe finire incenerito per maleducazione.
$LINE_3_9_OUTRO_70_CHAR	$MCG
$LINE_3_9_OUTRO_70_TEXT	Va bene, saremo felici di avervi con noi.
$LINE_3_9_OUTRO_80_CHAR	$DRA
$LINE_3_9_OUTRO_80_TEXT	Infatti.
$LINE_3_9_OUTRO_90_CHAR	$MCG
$LINE_3_9_OUTRO_90_TEXT	Ma tutti voi dovrete combattere insieme agli altri.
$LINE_3_9_OUTRO_100_CHAR	$DRA
$LINE_3_9_OUTRO_100_TEXT	...
$LINE_3_9_OUTRO_110_CHAR	$DRA
$LINE_3_9_OUTRO_110_TEXT	Stai chiedendo molto, mortale.
$LINE_3_9_OUTRO_120_CHAR	$DRA
$LINE_3_9_OUTRO_120_TEXT	...la tua audacia mi diverte.
$LINE_3_9_OUTRO_130_CHAR	$DRA
$LINE_3_9_OUTRO_130_TEXT	E sia. Finchè i miei piccoli saranno ricompensati per i loro sforzi, faremo piovere fuoco sui tuoi nemici.
$SCENE_DRAGON_LAIR_INTRO_TITLE	Il tesoro del drago
$LINE_DRAGON_LAIR_INTRO_00_CHAR	$DRA
$LINE_DRAGON_LAIR_INTRO_00_TEXT	Nel corso degli anni, abbiamo aggiunto parecchie armi e corazze dei mortali al nostro tesoro.
$LINE_DRAGON_LAIR_INTRO_10_CHAR	$DRA
$LINE_DRAGON_LAIR_INTRO_10_TEXT	Per noi non sono di alcuna utilità, ma hanno un bel luccichìo, e a noi piacciono le cose che luccicano.
$LINE_DRAGON_LAIR_INTRO_20_CHAR	$DRA
$LINE_DRAGON_LAIR_INTRO_20_TEXT	Sono sicura che una compagnia come la tua potrebbe farne buon uso.
$LINE_DRAGON_LAIR_INTRO_30_CHAR	$DRA
$LINE_DRAGON_LAIR_INTRO_30_TEXT	Per il giusto prezzo, naturalmente...
$LINE_DRAGON_LAIR_INTRO_40_CHAR	$BER
$LINE_DRAGON_LAIR_INTRO_40_TEXT	Ragazzi, quello stufato di pecora è FANTASTICO!
$LINE_DRAGON_LAIR_INTRO_50_CHAR	$DRA
$LINE_DRAGON_LAIR_INTRO_50_TEXT	L'ho rigurgitato personalmente per i miei piccoli.
$LINE_DRAGON_LAIR_INTRO_60_CHAR	$BER
$LINE_DRAGON_LAIR_INTRO_60_TEXT	...
$LINE_DRAGON_LAIR_INTRO_70_CHAR	$DRA
$LINE_DRAGON_LAIR_INTRO_70_TEXT	...
$LINE_DRAGON_LAIR_INTRO_80_CHAR	$BER
$LINE_DRAGON_LAIR_INTRO_80_TEXT	Ne hai ancora?
$SCENE_DRAGON_LAIR_OUTRO_TITLE	Una lunga storia
$LINE_DRAGON_LAIR_OUTRO_00_CHAR	$MCG
$LINE_DRAGON_LAIR_OUTRO_00_TEXT	Stiamo andando via...
$LINE_DRAGON_LAIR_OUTRO_10_CHAR	$MCG
$LINE_DRAGON_LAIR_OUTRO_10_TEXT	*Reverendo $HEA?
$LINE_DRAGON_LAIR_OUTRO_20_CHAR	$HEA
$LINE_DRAGON_LAIR_OUTRO_20_TEXT	È stato spaventosamente semplice, davvero, distruggere il mondo.
$LINE_DRAGON_LAIR_OUTRO_30_CHAR	$HEA
$LINE_DRAGON_LAIR_OUTRO_30_TEXT	Zelemir mi condusse fuori - in una caverna oscura, nelle profondità del deserto orientale.
$LINE_DRAGON_LAIR_OUTRO_40_CHAR	$HEA
$LINE_DRAGON_LAIR_OUTRO_40_TEXT	Arrivammo al cospetto di un grande cristallo, alto trenta piedi.
$LINE_DRAGON_LAIR_OUTRO_50_CHAR	$HEA
$LINE_DRAGON_LAIR_OUTRO_50_TEXT	Là, versammo il nostro sangue sulla roccia.
$LINE_DRAGON_LAIR_OUTRO_60_CHAR	$HEA
$LINE_DRAGON_LAIR_OUTRO_60_TEXT	La ferita non si è mai più rimarginata.
$LINE_DRAGON_LAIR_OUTRO_70_CHAR	$HEA
$LINE_DRAGON_LAIR_OUTRO_70_TEXT	All'inizio, credetti che non fosse successo nulla.
$LINE_DRAGON_LAIR_OUTRO_80_CHAR	$HEA
$LINE_DRAGON_LAIR_OUTRO_80_TEXT	Ma Zelemir... cadde in una specie di trance. Aspettai.
$LINE_DRAGON_LAIR_OUTRO_90_CHAR	$HEA
$LINE_DRAGON_LAIR_OUTRO_90_TEXT	Sorse il sole, e tutt'intorno udii l'ululato delle bestie selvagge del deserto. Tuttavia, Zelemir continuò a non muovere un muscolo.
$LINE_DRAGON_LAIR_OUTRO_100_CHAR	$HEA
$LINE_DRAGON_LAIR_OUTRO_100_TEXT	Neanche quando un enorme lupo balzò nel nostro accampamento...
$LINE_DRAGON_LAIR_OUTRO_110_CHAR	$HEA
$LINE_DRAGON_LAIR_OUTRO_110_TEXT	Lo passai da parte a parte con la mia spada, ed esalò il suo ultimo respiro ai piedi di Zelemir.
$LINE_DRAGON_LAIR_OUTRO_120_CHAR	$HEA
$LINE_DRAGON_LAIR_OUTRO_120_TEXT	Lui non se ne accorse neppure. Passammo tre notti in quelle condizioni.
$LINE_DRAGON_LAIR_OUTRO_130_CHAR	$HEA
$LINE_DRAGON_LAIR_OUTRO_130_TEXT	All'alba del terzo giorno, battè gli occhi tre volte e si destò.
$LINE_DRAGON_LAIR_OUTRO_140_CHAR	$HEA
$LINE_DRAGON_LAIR_OUTRO_140_TEXT	"I nostri problemi sono risolti," mi disse.
$LINE_DRAGON_LAIR_OUTRO_150_CHAR	$HEA
$LINE_DRAGON_LAIR_OUTRO_150_TEXT	Quando tornammo all'accampamento, le forze nemiche erano completamente allo sbando.
$LINE_DRAGON_LAIR_OUTRO_160_CHAR	$HEA
$LINE_DRAGON_LAIR_OUTRO_160_TEXT	La piaga era iniziata.
$LINE_DRAGON_LAIR_OUTRO_170_CHAR	$HEA
$LINE_DRAGON_LAIR_OUTRO_170_TEXT	Ogni giorno passava sempre più tempo in quel modo... in estasi, ignaro di questo mondo e smarrito in qualcos'altro.
$LINE_DRAGON_LAIR_OUTRO_180_CHAR	$HEA
$LINE_DRAGON_LAIR_OUTRO_180_TEXT	Entro un mese, metà dell'Impero Quaid giaceva morto, morente, o peggio.
$LINE_DRAGON_LAIR_OUTRO_190_CHAR	$HEA
$LINE_DRAGON_LAIR_OUTRO_190_TEXT	L'orizzonte brillava del bagliore delle pire funerarie... le città si facevano a pezzi da sole. Ho visto cose a cui nemmeno la guerra mi aveva preparato.
$LINE_DRAGON_LAIR_OUTRO_200_CHAR	$HEA
$LINE_DRAGON_LAIR_OUTRO_200_TEXT	Sapevo che bisognava porvi termine.
$LINE_DRAGON_LAIR_OUTRO_210_CHAR	$HEA
$LINE_DRAGON_LAIR_OUTRO_210_TEXT	Ma Zelemir - non ascoltava più le mie parole...
$LINE_DRAGON_LAIR_OUTRO_220_CHAR	$HEA
